,director_name,num_critic_for_reviews,duration,gross,genres,movie_title,num_voted_users,cast_total_facebook_likes,num_user_for_reviews,language,country,content_rating,budget,title_year,imdb_score,aspect_ratio,movie_facebook_likes
1710,John Madden,134,123,100241322,Comedy,Shakespeare in Love ,175524,1690,752,English,USA,R,2.50E+07,1998,7.2,2.35,0
1711,Scott Frank,253,114,25977365,Crime,A Walk Among the Tombstones ,87950,15428,207,English,USA,R,2.80E+07,2014,6.5,2.35,15000
1712,Ivan Reitman,46,111,91457688,Action,Kindergarten Cop ,107801,2403,109,English,USA,PG-13,2.60E+07,1990,6,1.85,0
1713,David Gordon Green,232,117,87341380,Action,Pineapple Express ,255257,15590,374,English,USA,R,2.70E+07,2008,7,2.35,0
1714,Andy Tennant,92,121,65703412,Comedy,Ever After: A Cinderella Story ,57958,2747,345,English,USA,PG-13,2.60E+07,1998,7,2.35,0
1715,Kevin Costner,153,139,58328680,Drama,Open Range ,54096,5458,494,English,USA,R,2.20E+07,2003,7.5,2.35,0
1716,Joel Schumacher,49,115,61490000,Drama,Flatliners ,62037,10493,148,English,USA,R,2.60E+07,1990,6.6,2.35,0
1717,Richard Attenborough,56,175,50800000,Drama,A Bridge Too Far ,40277,669,210,English,USA,PG,2.60E+07,1977,7.4,2.35,0
1718,Wes Craven,224,85,57859105,Mystery,Red Eye ,94108,1090,673,English,USA,PG-13,2.60E+07,2005,6.5,2.35,0
1719,David R. Ellis,175,90,46455802,Horror,Final Destination 2 ,120786,3172,472,English,USA,R,2.60E+07,2003,6.2,1.85,0
1720,Joel Coen,197,107,45506619,Adventure,"O Brother, Where Art Thou? ",225102,3066,862,English,UK,PG-13,2.60E+07,2000,7.8,2.35,16000
1721,Scott Stewart,226,100,40168080,Action,Legion ,80870,3889,315,English,USA,R,2.60E+07,2010,5.2,2.35,0
1722,Michael Bay,335,129,49874933,Comedy,Pain & Gain ,161168,13573,287,English,USA,R,2.60E+07,2013,6.5,2.35,43000
1723,Paul Weitz,157,109,45489752,Comedy,In Good Company ,48973,28493,214,English,USA,PG-13,2.60E+07,2004,6.5,1.85,736
1724,Jonathan Frakes,69,94,36985501,Action,Clockstoppers ,11212,3917,94,English,USA,PG,2.60E+07,2002,5.2,1.85,874
1725,Lawrence Kasdan,46,133,33200000,Action,Silverado ,28247,1154,149,English,USA,PG-13,2.60E+07,1985,7.2,2.35,0
1726,Jim Sheridan,217,105,28501651,Drama,Brothers ,88035,42473,201,English,USA,R,2.60E+07,2009,7.1,2.35,10000
1727,Kevin Allen,55,100,23222861,Action,Agent Cody Banks 2: Destination London ,11092,3742,44,English,USA,PG,2.60E+07,2004,4.5,2.35,167
1728,Garry Marshall,200,113,54540525,Comedy,New Year's Eve ,66579,23456,134,English,USA,PG-13,5.60E+07,2011,5.7,1.85,20000
1729,Michael Cristofer,93,118,16252765,Drama,Original Sin ,44913,11662,181,English,France,R,4.20E+07,2001,6,2.35,3000
1730,James McTeigue,265,110,16005978,Crime,The Raven ,72886,2356,190,English,USA,R,2.60E+07,2012,6.4,2.35,35000
1731,Donald Petrie,82,110,14469428,Comedy,Welcome to Mooseport ,10667,2466,95,English,USA,PG-13,2.60E+07,2004,5.2,1.85,260
1732,Andrew Morahan,32,99,13829734,Action,Highlander: The Final Dimension ,16194,2960,79,English,Canada,PG-13,2.60E+07,1994,4.3,2.35,319
1733,Bob Rafelson,42,101,1075288,Crime,Blood and Wine ,7772,2228,55,English,USA,R,2.20E+07,1996,6.1,1.85,145
1734,Woody Allen,116,103,7496522,Comedy,The Curse of the Jade Scorpion ,31798,12534,178,English,USA,PG-13,2.60E+07,2001,6.8,1.37,826
1735,Alan Shapiro,23,95,20047715,Adventure,Flipper ,8008,616,26,English,USA,PG,25530000,1996,5.2,2.35,504
1736,Tarsem Singh,178,117,12276810,Action,Self/less ,57674,17847,126,English,USA,PG-13,2.60E+07,2015,6.5,2.35,11000
1737,Fernando Meirelles,226,129,33565375,Drama,The Constant Gardener ,111351,1565,568,English,UK,R,1.50E+07,2005,7.5,1.85,0
1738,Mel Gibson,406,120,499263,Drama,The Passion of the Christ ,179235,705,2814,Aramaic,USA,R,3.00E+07,2004,7.1,2.35,13000
1739,Chris Columbus,57,125,219200000,Comedy,Mrs. Doubtfire ,181380,52201,223,English,USA,PG-13,2.50E+07,1993,6.9,2.35,0
1740,Barry Levinson,100,133,172825435,Drama,Rain Man ,383784,12285,331,English,USA,R,2.50E+07,1988,8,1.85,12000
1741,Clint Eastwood,366,116,148085755,Drama,Gran Torino ,561773,17347,871,English,USA,R,3.30E+07,2008,8.2,2.35,28000
1742,Oliver Stone,242,129,25517500,Biography,W. ,40941,4264,320,English,USA,PG-13,25100000,2008,6.4,2.35,0
1743,Pierre Morel,309,93,145000989,Action,Taken ,483756,16461,974,English,France,PG-13,2.50E+07,2008,7.9,2.35,29000
1744,Michael Hoffman,85,118,26761283,Drama,The Best of Me ,43084,3197,99,English,USA,PG-13,2.60E+07,2014,6.7,2.35,19000
1745,Mick Jackson,48,129,121945720,Action,The Bodyguard ,89972,2551,126,English,USA,R,2.50E+07,1992,6.1,1.85,0
1746,Steven Spielberg,174,185,96067179,Biography,Schindler's List ,865020,15233,1273,English,USA,R,2.20E+07,1993,8.9,1.85,41000
1747,Tate Taylor,373,146,169705587,Drama,The Help ,318955,23227,460,English,USA,PG-13,2.50E+07,2011,8.1,1.85,75000
1748,Bill Condon,224,128,3254172,Biography,The Fifth Estate ,29282,36337,105,English,USA,R,2.80E+07,2013,6.2,2.35,11000
1749,Raja Gosnell,94,93,84185387,Adventure,Scooby-Doo 2: Monsters Unleashed ,33180,7800,149,English,USA,PG,8.00E+07,2004,4.9,1.85,567
1750,Ronny Yu,273,97,82163317,Action,Freddy vs. Jason ,89101,4692,885,English,USA,R,3.00E+07,2003,5.8,2.35,3000
1751,John A. Davis,66,82,80920948,Action,Jimmy Neutron: Boy Genius ,23943,2251,118,English,USA,G,3.00E+07,2001,6,1.85,425
1752,Matt Reeves,459,85,80034302,Action,Cloverfield ,296787,3958,2192,English,USA,PG-13,2.50E+07,2008,7,1.85,0
1753,Michael Pressman,68,88,78656813,Action,Teenage Mutant Ninja Turtles II: The Secret of the Ooze ,42765,2501,93,English,USA,PG,2.50E+07,1991,6,1.85,0
1754,Brian De Palma,123,119,76270454,Crime,The Untouchables ,219008,22767,418,English,USA,R,2.50E+07,1987,7.9,2.35,0
1755,Ethan Coen,488,122,74273505,Crime,No Country for Old Men ,612060,4738,1518,English,USA,R,2.50E+07,2007,8.1,2.35,21000
1756,Tim Story,146,99,134141530,Action,Ride Along ,75903,2394,109,English,USA,PG-13,2.50E+07,2014,6.2,2.35,0
1757,Sharon Maguire,168,97,71500556,Comedy,Bridget Jones's Diary ,171568,16999,571,English,UK,R,2.60E+07,2001,6.7,2.35,0
1758,Lasse Hallström,152,121,71309760,Drama,Chocolat ,150308,1323,498,English,UK,PG-13,2.50E+07,2000,7.3,1.85,18000
1759,Charles Herman-Wurmfeld,133,95,89808372,Comedy,"Legally Blonde 2: Red, White & Blonde ",46417,3500,297,English,USA,PG-13,4.50E+07,2003,4.6,1.85,660
1760,Andy Fickman,139,105,77264926,Comedy,Parental Guidance ,21176,5740,107,English,USA,PG,2.50E+07,2012,6.1,1.85,0
1761,Ivan Reitman,245,108,70625986,Comedy,No Strings Attached ,168717,22739,178,English,USA,R,2.50E+07,2011,6.2,2.35,24000
1762,George P. Cosmatos,84,134,56505065,Action,Tombstone ,95241,4453,439,English,USA,R,2.50E+07,1993,7.8,2.35,11000
1763,Andrzej Bartkowiak,70,115,55973336,Action,Romeo Must Die ,57040,9082,365,English,USA,R,2.50E+07,2000,6.1,2.35,0
1764,James Wong,216,86,54098051,Horror,Final Destination 3 ,102861,2420,571,English,Germany,R,2.50E+07,2006,5.8,2.35,0
1765,Scott Hicks,170,101,60443237,Drama,The Lucky One ,76882,1852,106,English,USA,PG-13,2.50E+07,2012,6.5,2.35,29000
1766,Gabor Csupo,181,96,82234139,Adventure,Bridge to Terabithia ,110390,28071,522,English,USA,PG,1.70E+07,2007,7.2,1.85,6000
1767,Marc Forster,226,101,51676606,Biography,Finding Neverland ,174591,58823,632,English,USA,PG,2.50E+07,2004,7.8,2.35,0
1768,Tyler Perry,24,100,52528330,Comedy,A Madea Christmas ,4265,3202,27,English,USA,PG-13,2.50E+07,2013,4.7,1.85,0
1769,Joe Carnahan,408,117,51533608,Action,The Grey ,203111,16606,755,English,USA,R,2.50E+07,2011,6.8,2.35,32000
1770,John Polson,180,101,51097664,Drama,Hide and Seek ,70205,23328,450,English,USA,R,3.00E+07,2005,5.9,2.35,0
1771,Adam McKay,181,98,84136909,Comedy,Anchorman: The Legend of Ron Burgundy ,267921,656730,577,English,USA,PG-13,2.60E+07,2004,7.2,1.85,0
1772,Martin Scorsese,192,146,46836394,Biography,Goodfellas ,728685,24783,989,English,USA,R,2.50E+07,1990,8.7,1.85,25000
1773,Harald Zwart,79,102,47285499,Action,Agent Cody Banks ,26755,3037,104,English,USA,PG,2.60E+07,2003,5,2.35,542
1774,Kirk Jones,128,97,47124400,Comedy,Nanny McPhee ,49676,17278,181,English,USA,PG,2.50E+07,2005,6.6,2.35,0
1775,Brian De Palma,147,142,44700000,Crime,Scarface ,537442,16464,851,English,USA,R,2.50E+07,1983,8.3,2.35,19000
1776,Steve Oedekerk,49,98,44455658,Action,Nothing to Lose ,36253,2457,92,English,USA,R,2.50E+07,1997,6.7,1.85,0
1777,Bernardo Bertolucci,75,219,43984230,Biography,The Last Emperor ,70274,2451,133,English,China,PG-13,2.30E+07,1987,7.8,2.35,0
1778,Baltasar Kormákur,270,109,66489425,Action,Contraband ,101977,26625,161,English,USA,R,2.50E+07,2012,6.5,2.35,0
1779,Brett Ratner,29,97,41067398,Action,Money Talks ,22748,2530,41,English,USA,R,2.50E+07,1997,6.1,2.35,666
1780,Paul Thomas Anderson,398,158,40218903,Drama,There Will Be Blood ,372990,533,1107,English,USA,R,2.50E+07,2007,8.1,2.35,16000
1781,Cathy Malkasian,38,85,39880476,Adventure,The Wild Thornberrys Movie ,12218,2908,33,English,USA,PG,2.50E+07,2002,5.2,2.35,187
1782,John Eng,45,80,39399750,Adventure,Rugrats Go Wild ,5674,3017,35,English,USA,PG,2.50E+07,2003,5.6,2.35,329
1783,Malcolm D. Lee,81,86,38230435,Action,Undercover Brother ,29661,3001,179,English,USA,PG-13,2.50E+07,2002,5.8,1.85,0
1784,Ken Kwapis,88,119,39008741,Comedy,The Sisterhood of the Traveling Pants ,44838,6862,223,English,USA,PG,2.50E+07,2005,6.6,2.35,0
1785,Chris Nahon,116,98,36833473,Action,Kiss of the Dragon ,53126,7945,254,English,France,R,2.50E+07,2001,6.6,2.35,0
1786,Fred Wolf,129,97,48237389,Comedy,The House Bunny ,63969,18789,126,English,USA,PG-13,2.50E+07,2008,5.5,2.35,0
1787,Craig Gillespie,151,124,36447959,Biography,Million Dollar Arm ,35833,6393,96,English,USA,PG,2.50E+07,2014,7,2.39,10000
1788,Phillip Noyce,198,97,45089048,Drama,The Giver ,86251,36064,260,English,South Africa,PG-13,2.50E+07,2014,6.5,2.35,58000
1789,Dennie Gordon,66,105,35990505,Comedy,What a Girl Wants ,48095,16400,194,English,USA,PG,2.00E+07,2003,5.8,2.35,0
1790,Victor Salva,167,104,35143332,Horror,Jeepers Creepers II ,45102,1340,316,English,USA,R,1.70E+07,2003,5.6,2.35,0
1791,Mark Helfrich,127,101,35000629,Comedy,Good Luck Chuck ,74622,2822,150,English,USA,R,2.50E+07,2007,5.6,1.85,0
1792,Andrzej Bartkowiak,109,101,34604054,Action,Cradle 2 the Grave ,34942,6867,185,English,USA,R,3.00E+07,2003,5.8,2.35,1000
1793,Stephen Daldry,174,114,41597830,Drama,The Hours ,102123,12624,660,English,USA,PG-13,2.50E+07,2002,7.6,1.85,0
1794,Andy Fickman,91,105,33687630,Comedy,She's the Man ,116762,20109,261,English,USA,PG-13,2.00E+07,2006,6.4,1.85,0
1795,Steve Bendelack,151,90,32553210,Comedy,Mr. Bean's Holiday ,88714,794,235,English,UK,PG,2.50E+07,2007,6.3,1.85,0
1796,Dwight H. Little,94,97,31526393,Action,Anacondas: The Hunt for the Blood Orchid ,22243,2730,144,English,USA,PG-13,2.50E+07,2004,4.6,2.35,686
1797,Guillaume Canet,91,144,41229,Crime,Blood Ties ,14612,18442,41,English,France,R,25500000,2013,6.5,2.35,0
1798,Kirsten Sheridan,148,114,31655091,Drama,August Rush ,87331,50927,364,English,USA,PG,3.00E+07,2007,7.5,2.35,18000
1799,Shekhar Kapur,141,124,30012990,Biography,Elizabeth ,75973,1006,409,English,UK,R,2.50E+07,1998,7.5,1.85,0
1800,Ronny Yu,114,89,32368960,Comedy,Bride of Chucky ,39768,667,292,English,Canada,R,2.50E+07,1998,5.3,1.85,0
1801,Richard Fleischer,79,160,14500000,Action,Tora! Tora! Tora! ,25019,1548,159,English,Japan,G,2.50E+07,1970,7.5,2.35,0
1802,Bob Spiers,33,93,29247405,Comedy,Spice World ,28377,2176,261,English,UK,PG,2.50E+07,1997,3.3,1.85,0
1803,Damien Dante Wayans,83,88,25615792,Action,Dance Flick ,10161,4378,50,English,USA,PG-13,2.50E+07,2009,3.5,1.85,657
1804,Frank Darabont,199,142,28341469,Crime,The Shawshank Redemption ,1689764,13495,4144,English,USA,R,2.50E+07,1994,9.3,1.85,108000
1805,Simon Wincer,71,92,25590119,Adventure,Crocodile Dundee in Los Angeles ,19699,1315,119,English,Australia,PG,21150000,2001,4.8,1.85,387
1806,Bobby Farrelly,62,117,24944213,Comedy,Kingpin ,63459,16937,185,English,USA,PG-13,2.70E+07,1996,6.9,2.35,3000
1807,Rupert Wyatt,175,111,33631221,Crime,The Gambler ,48559,3784,145,English,USA,R,2.50E+07,2014,6,2.35,0
1808,John Wells,322,121,37738400,Drama,August: Osage County ,67797,39690,285,English,USA,R,2.50E+07,2013,7.3,2.35,30000
1809,Nigel Cole,112,107,21835784,Comedy,A Lot Like Love ,58297,1095,161,English,USA,PG-13,3.00E+07,2005,6.6,1.85,0
1810,Dexter Fletcher,216,106,15785632,Biography,Eddie the Eagle ,32507,21195,119,English,UK,PG-13,2.30E+07,2016,7.5,2.35,15000
1811,Spike Lee,48,136,21554585,Drama,He Got Game ,36108,37315,109,English,USA,R,2.50E+07,1998,6.9,1.85,0
1812,Jeremy Leven,44,97,22200000,Comedy,Don Juan DeMarco ,41310,52122,117,English,USA,PG-13,2.50E+07,1994,6.8,1.85,0
1813,Lasse Hallström,162,108,80014842,Drama,Dear John ,104356,19945,186,English,USA,PG-13,2.50E+07,2010,6.3,2.35,14000
1814,Sylvain White,213,97,23527955,Action,The Losers ,74691,12841,165,English,USA,PG-13,2.50E+07,2010,6.4,2.35,0
1815,Troy Nixey,298,99,24042490,Fantasy,Don't Be Afraid of the Dark ,40776,3744,250,English,USA,R,2.50E+07,2010,5.6,1.85,10000
1816,Philip G. Atwell,119,103,22466994,Action,War ,72673,33565,166,English,USA,R,2.50E+07,2007,6.3,2.35,0
1817,Paul Thomas Anderson,251,95,17791031,Comedy,Punch-Drunk Love ,109855,11994,888,English,USA,R,2.50E+07,2002,7.3,2.35,0
1818,Jeff Schaffer,92,93,17718223,Comedy,EuroTrip ,162067,14180,316,English,USA,R,2.50E+07,2004,6.6,1.85,0
1819,Don Michael Paul,58,98,15361537,Action,Half Past Dead ,12263,1855,132,English,Germany,PG-13,1.30E+07,2002,4.6,1.85,564
1820,Paul Feig,73,90,16647384,Adventure,Unaccompanied Minors ,8398,4431,56,English,USA,PG,2.60E+07,2006,5.1,2.35,498
1821,James Bridges,28,107,16118077,Drama,"Bright Lights, Big City ",5817,3067,37,English,USA,R,2.50E+07,1988,5.6,1.85,377
1822,Steve Barron,19,90,15091542,Adventure,The Adventures of Pinocchio ,4086,2465,22,Italian,UK,G,2.50E+07,1996,5.3,2.35,246
1823,Richard Kelly,287,115,15045676,Drama,The Box ,76303,2466,376,English,USA,PG-13,1.60E+07,2009,5.6,2.35,0
1824,Carter Smith,233,93,17427926,Horror,The Ruins ,60062,1749,351,English,USA,R,8.00E+06,2008,5.9,2.35,0
1825,John Schlesinger,86,99,14983572,Comedy,The Next Best Thing ,9361,2498,162,English,USA,PG-13,2.50E+07,2000,4.7,1.85,378
1826,Wes Craven,160,107,14637490,Horror,My Soul to Take ,16411,2537,136,English,USA,R,2.50E+07,2010,4.8,2.35,0
1827,Luke Greenfield,126,110,14589444,Comedy,The Girl Next Door ,171151,911,513,English,USA,R,2.50E+07,2004,6.8,1.85,0
1828,Ringo Lam,50,101,14095303,Action,Maximum Risk ,15814,1634,68,English,USA,R,2.50E+07,1996,5.4,2.35,503
1829,Bruce McCulloch,52,85,13973532,Comedy,Stealing Harvard ,11211,3065,92,English,USA,PG-13,2.50E+07,2002,5.1,1.85,215
1830,Brian Helgeland,260,132,1865774,Biography,Legend ,87682,27659,174,English,UK,R,3.00E+07,2015,7,2.35,43000
1831,David R. Ellis,231,90,18860403,Horror,Shark Night 3D ,20823,4952,130,English,USA,PG-13,2.50E+07,2011,4,1.85,0
1832,Alan Parker,99,145,13038660,Drama,Angela's Ashes ,16995,1282,163,English,USA,R,2.50E+07,1999,7.3,1.85,0
1833,Ivan Reitman,159,110,28831145,Drama,Draft Day ,39357,3757,113,English,USA,R,2.50E+07,2014,6.8,2.35,14000
1834,Robert Redford,199,122,11538204,Crime,The Conspirator ,23696,21163,135,English,USA,PG-13,2.50E+07,2010,7,2.35,0
1835,Catherine Hardwicke,119,107,11008432,Biography,Lords of Dogtown ,43903,16651,194,English,USA,PG-13,2.50E+07,2005,7.1,1.85,5000
1836,Patricia Riggen,120,127,12188642,Biography,The 33 ,21098,2230,56,English,Chile,PG-13,2.60E+07,2015,6.9,2.35,0
1837,John Carpenter,180,99,11100000,Action,Big Trouble in Little China ,92464,896,331,English,USA,PG-13,2.50E+07,1986,7.3,2.35,19000
1838,Gavin O'Connor,317,140,13651662,Drama,Warrior ,332276,29692,514,English,USA,PG-13,2.50E+07,2011,8.2,2.35,77000
1839,Neil Jordan,44,133,11030963,Biography,Michael Collins ,24145,48482,93,English,UK,R,2.80E+07,1996,7.1,1.85,0
1840,Ron Maxwell,22,271,10769960,Drama,Gettysburg ,21940,2107,256,English,USA,PG,2.50E+07,1993,7.7,1.85,0
1841,Kimberly Peirce,143,112,10911750,Drama,Stop-Loss ,17757,43560,99,English,USA,R,2.50E+07,2008,6.5,1.85,982
1842,Stephen Gaghan,72,99,10719367,Drama,Abandon ,7909,28987,157,English,USA,PG-13,2.50E+07,2002,4.9,2.35,261
1843,Jonathan Kaplan,70,100,10114315,Drama,Brokedown Palace ,18693,582,187,English,USA,PG-13,2.50E+07,1999,6.4,2.35,0
1844,Ole Bornedal,264,92,49122319,Horror,The Possession ,47169,2348,162,English,USA,PG-13,1.40E+07,2012,5.9,2.35,17000
1845,Richard Benjamin,20,105,10070000,Comedy,Mrs. Winterbourne ,5668,5023,50,English,USA,PG-13,2.50E+07,1996,6.2,1.85,491
1846,Rod Lurie,190,110,10324441,Action,Straw Dogs ,27117,11431,140,English,USA,R,2.50E+07,2011,5.8,2.35,7000
1847,Lasse Hallström,142,116,7156933,Comedy,The Hoax ,14581,1134,74,English,USA,R,2.50E+07,2006,6.7,1.85,348
1848,Craig R. Baxley,27,88,9286314,Action,Stone Cold ,4972,583,62,English,USA,R,1.70E+07,1991,5.9,1.85,0
1849,John Hillcoat,355,111,56692,Adventure,The Road ,177401,23566,504,English,USA,R,2.50E+07,2009,7.3,2.35,32000
1850,Marcos Siega,31,95,5654777,Action,Underclassman ,4875,2165,26,English,USA,PG-13,2.50E+07,2005,4.1,2.35,206
1851,J.B. Rogers,87,95,5516708,Comedy,Say It Isn't So ,11375,2413,91,English,USA,R,2.50E+07,2001,4.9,1.85,295
1852,Roger Donaldson,126,127,5128124,Biography,The World's Fastest Indian ,44198,12574,251,English,New Zealand,PG-13,2.50E+07,2005,7.9,2.35,11000
1853,David R. Ellis,285,105,34014398,Action,Snakes on a Plane ,115650,2603,1033,English,Germany,R,3.30E+07,2006,5.6,2.35,4000
1854,Rachel Talalay,60,104,4064333,Action,Tank Girl ,24790,9662,173,English,USA,R,2.50E+07,1995,5.2,2.35,0
1855,Jeffrey W. Byrd,23,95,4006906,Comedy,King's Ransom ,3229,4990,20,English,USA,PG-13,1.50E+07,2005,4.1,1.85,83
1856,Fernando Meirelles,229,121,3073392,Drama,Blindness ,59462,142,300,English,Canada,R,2.50E+07,2008,6.6,1.85,0
1857,Uwe Boll,143,92,1550000,Action,BloodRayne ,30628,2930,471,English,USA,R,2.50E+07,2005,2.9,2.35,937
1858,Atom Egoyan,97,107,871527,Crime,Where the Truth Lies ,14982,16090,128,English,Canada,R,2.50E+07,2005,6.5,2.35,507
1859,Robert Towne,28,117,777423,Biography,Without Limits ,5841,4351,57,English,USA,PG-13,2.50E+07,1998,7.2,2.35,942
1860,Richard Linklater,160,107,1186957,Drama,Me and Orson Welles ,9264,1591,69,English,UK,PG-13,2.50E+07,2008,6.8,2.35,0
1861,Giuseppe Tornatore,124,131,85433,Crime,The Best Offer ,69676,5954,131,English,Italy,R,13500000,2013,7.8,2.35,31000
1862,Werner Herzog,280,122,1697956,Crime,Bad Lieutenant: Port of Call New Orleans ,64944,13809,212,English,USA,R,2.00E+07,2009,6.7,1.85,6000
1863,Guillaume Canet,118,134,183662,Comedy,Little White Lies ,18395,890,48,French,France,Not Rated,2.50E+07,2010,7.1,2.35,0
1864,Taylor Hackford,49,117,134904,Comedy,Love Ranch ,2395,3204,17,English,USA,R,2.50E+07,2010,5.7,1.78,636
1865,Ridley Scott,336,138,16969390,Crime,The Counselor ,80861,27797,431,English,USA,R,2.50E+07,2013,5.3,2.35,24000
1866,Stephen Frears,51,119,34700000,Drama,Dangerous Liaisons ,52846,35501,143,English,USA,R,1.40E+07,1988,7.7,1.85,0
1867,Walter Salles,252,137,717753,Adventure,On the Road ,33107,33747,128,English,France,R,2.50E+07,2012,6.1,2.35,27000
1868,Leonard Nimoy,106,119,109713132,Adventure,Star Trek IV: The Voyage Home ,61621,15449,219,English,USA,PG,2.50E+07,1986,7.3,2.35,0
1869,Sylvester Stallone,285,139,70269171,Drama,Rocky Balboa ,162130,15111,962,English,USA,PG,2.40E+07,2006,7.2,1.85,0
1870,Ericson Core,163,114,28772222,Action,Point Break ,33958,3962,163,English,USA,PG-13,1.05E+08,2015,5.3,2.35,37000
1871,Wes Craven,195,120,101334374,Horror,Scream 2 ,124941,2321,488,English,USA,R,2.40E+07,1997,6.1,2.35,0
1872,Gavin O'Connor,123,98,1512815,Action,Jane Got a Gun ,8885,21414,56,English,USA,R,2.50E+07,2016,5.8,2.35,0
1873,Tim Story,52,106,65182182,Comedy,Think Like a Man Too ,15310,4830,38,English,USA,PG-13,2.40E+07,2014,5.7,2.35,3000
1874,Jonathan Lynn,129,98,57262492,Comedy,The Whole Nine Yards ,90374,17582,318,English,USA,R,2.40E+07,2000,6.7,1.85,0
1875,Herbert Ross,60,107,8.00E+07,Drama,Footloose ,51459,1962,113,English,USA,PG,8200000,1984,6.5,1.85,0
1876,Todd Phillips,123,88,74608545,Comedy,Old School ,185258,10325,404,English,USA,R,2.40E+07,2003,7.2,2.35,0
1877,Terry Gilliam,84,137,41895491,Comedy,The Fisher King ,63274,12947,170,English,USA,R,2.40E+07,1991,7.6,1.85,12000
1878,Danny Cannon,125,100,39989008,Horror,I Still Know What You Did Last Summer ,55398,49847,418,English,USA,R,2.40E+07,1998,4.6,2.35,891
1879,Bonnie Hunt,106,115,32662299,Comedy,Return to Me ,16469,3946,275,English,USA,PG,2.40E+07,2000,6.9,1.85,0
1880,Kevin Smith,247,101,31452765,Comedy,Zack and Miri Make a Porno ,149835,638,243,English,USA,R,2.40E+07,2008,6.6,1.85,0
1881,Neil LaBute,156,110,25167270,Comedy,Nurse Betty ,30119,12254,263,English,Germany,R,2.40E+07,2000,6.3,2.35,455
1882,Grant Heslov,271,94,32416109,Comedy,The Men Who Stare at Goats ,109620,32474,268,English,USA,R,2.50E+07,2009,6.2,2.35,15000
1883,George Gallo,45,88,20218,Action,Double Take ,5431,2557,50,English,USA,PG-13,2.40E+07,2001,5.3,2.35,204
1884,James Mangold,133,127,28871190,Biography,"Girl, Interrupted ",125421,13433,385,English,USA,R,2.40E+07,1999,7.3,1.85,0
1885,Robert Luketic,84,95,16964743,Comedy,Win a Date with Tad Hamilton! ,22844,4681,140,English,USA,PG-13,2.40E+07,2004,5.6,2.35,876
1886,Tim Hill,70,87,16290976,Adventure,Muppets from Space ,14637,3243,100,English,USA,G,2.40E+07,1999,6.2,1.85,619
1887,Sidney Lumet,32,118,1.30E+07,Adventure,The Wiz ,10895,1458,150,English,USA,G,2.40E+07,1978,5.2,1.85,0
1888,Brian Robbins,51,107,12372410,Comedy,Ready to Rumble ,11709,4971,101,English,USA,PG-13,2.40E+07,2000,5.3,1.85,650
1889,Ron Shelton,73,124,8427204,Comedy,Play It to the Bone ,10100,1523,59,English,USA,R,2.40E+07,1999,5.4,2.35,153
1890,Douglas McGrath,169,89,9639242,Comedy,I Don't Know How She Does It ,16437,5470,68,English,USA,PG-13,2.40E+07,2011,4.9,1.85,0
1891,Alexandre Aja,365,88,25003072,Comedy,Piranha 3D ,72552,5737,374,English,USA,R,2.40E+07,2010,5.5,2.35,13000
1892,Kevin Spacey,113,118,6144806,Biography,Beyond the Sea ,12821,23689,248,English,USA,PG-13,2.30E+07,2004,6.7,2.35,0
1893,Richard Williams,10,80,669276,Action,The Princess and the Cobbler ,2541,1088,47,English,UK,G,2.80E+07,1993,7.2,2.35,408
1894,Mary McGuckian,16,120,42880,Drama,The Bridge of San Luis Rey ,2919,23769,50,English,UK,PG,2.40E+07,2004,5.1,1.85,181
1895,George Tillman Jr.,196,98,23225911,Action,Faster ,80574,14699,157,English,USA,R,2.40E+07,2010,6.5,2.35,12000
1896,Hayao Miyazaki,212,119,4710455,Adventure,Howl's Moving Castle ,214091,24263,330,Japanese,Japan,PG,2.40E+07,2004,8.2,1.85,13000
1897,Ruben Fleischer,445,88,75590286,Adventure,Zombieland ,386217,28011,553,English,USA,R,23600000,2009,7.7,2.35,26000
1898,Peter Jackson,446,201,218051260,Action,King Kong ,316020,7122,2618,English,New Zealand,PG-13,2.07E+08,2005,7.2,2.35,0
1899,Frank Coraci,108,90,161487252,Comedy,The Waterboy ,119450,13823,300,English,USA,PG-13,2.00E+07,1998,6.1,1.85,0
1900,Irvin Kershner,223,127,290158751,Action,Star Wars: Episode V - The Empire Strikes Back ,837759,12643,900,English,USA,PG,1.80E+07,1980,8.8,2.35,17000
1901,Michael Bay,63,119,65807024,Action,Bad Boys ,172405,11013,203,English,USA,R,1.90E+07,1995,6.8,1.85,0
1902,David Zucker,43,85,86930411,Comedy,The Naked Gun 2½: The Smell of Fear ,83269,3847,87,English,USA,PG-13,2.30E+07,1991,6.8,1.85,0
1903,James Wong,211,98,53302314,Horror,Final Destination ,181058,3345,674,English,USA,R,2.30E+07,2000,6.7,1.85,0
1904,George Clooney,421,101,40962534,Drama,The Ides of March ,188652,57077,288,English,USA,R,12500000,2011,7.1,2.35,22000
1905,David Twohy,214,112,39235088,Horror,Pitch Black ,193962,16196,805,English,USA,R,2.30E+07,2000,7.1,2.35,5000
1906,Tony Goldwyn,92,97,27338033,Comedy,Someone Like You... ,19709,20798,167,English,USA,PG-13,2.30E+07,2001,6.1,1.85,0
1907,Spike Jonze,574,126,25556065,Drama,Her ,355126,19359,748,English,USA,R,2.30E+07,2013,8,1.85,148000
1908,Dexter Fletcher,216,106,15785632,Biography,Eddie the Eagle ,32513,21195,119,English,UK,PG-13,2.30E+07,2016,7.5,2.35,15000
